14-12-09,44.34
15-12-09,44.09
16-12-09,44.15
17-12-09,43.61
18-12-09,44.33
21-12-09,44.83
22-12-09,45.10
23-12-09,45.42
24-12-09,45.84
28-12-09,46.08
29-12-09,45.89
30-12-09,46.03
31-12-09,45.61
04-01-09,46.28
05-01-09,46.28
06-01-09,46.00
07-01-09,46.03
08-01-09,46.41
11-01-09,46.22
12-01-09,45.64
13-01-09,46.21
14-01-09,46.25
15-01-09,45.71
19-01-09,46.45
20-01-09,45.78
21-01-09,45.35
22-01-09,44.03
25-01-09,44.18
26-01-09,44.22
27-01-09,44.57
28-01-09,43.42
29-01-09,42.66
01-02-09,43.13

